number_people,timestamp,day_of_week,is_weekend,is_holiday,temperature,is_start_of_semester,is_during_semester,month,hour
0,21013,6,1,0,65.8,1,1,8,5
0,21613,6,1,0,65.8,1,1,8,6
0,22811,6,1,0,65.8,1,1,8,6
0,23411,6,1,0,65.8,1,1,8,6
1,24012,6,1,0,65.8,1,1,8,6
1,24613,6,1,0,65.8,1,1,8,6
0,25213,6,1,0,65.8,1,1,8,7
0,26411,6,1,0,65.8,1,1,8,7
0,27011,6,1,0,65.8,1,1,8,7
4,27612,6,1,0,65.8,1,1,8,7
4,28212,6,1,0,65.8,1,1,8,7
10,28813,6,1,0,65.8,1,1,8,8
31,30011,6,1,0,65.8,1,1,8,8
32,30612,6,1,0,65.8,1,1,8,8
40,31212,6,1,0,65.8,1,1,8,8
28,31813,6,1,0,65.8,1,1,8,8
49,32414,6,1,0,65.8,1,1,8,9
45,33617,6,1,0,65.8,1,1,8,9
44,34217,6,1,0,65.8,1,1,8,9
45,34818,6,1,0,65.8,1,1,8,9
40,35419,6,1,0,65.8,1,1,8,9
40,36020,6,1,0,65.8,1,1,8,10
60,37211,6,1,0,65.8,1,1,8,10
44,37812,6,1,0,65.8,1,1,8,10
55,38412,6,1,0,65.8,1,1,8,10
39,39013,6,1,0,65.8,1,1,8,10
37,39613,6,1,0,65.8,1,1,8,11
55,40811,6,1,0,65.8,1,1,8,11
62,41411,6,1,0,65.8,1,1,8,11
68,42012,6,1,0,65.8,1,1,8,11
80,42612,6,1,0,65.8,1,1,8,11
62,43213,6,1,0,65.8,1,1,8,12
53,44411,6,1,0,65.8,1,1,8,12
62,45011,6,1,0,65.8,1,1,8,12
52,45612,6,1,0,65.8,1,1,8,12
40,46213,6,1,0,65.8,1,1,8,12
39,46814,6,1,0,65.8,1,1,8,13
41,48010,6,1,0,65.8,1,1,8,13
45,48610,6,1,0,65.8,1,1,8,13
48,49212,6,1,0,65.8,1,1,8,13
43,49813,6,1,0,65.8,1,1,8,13
52,50413,6,1,0,65.8,1,1,8,14
41,51611,6,1,0,65.8,1,1,8,14
48,52211,6,1,0,65.8,1,1,8,14
43,52811,6,1,0,65.8,1,1,8,14
57,53412,6,1,0,65.8,1,1,8,14
54,54013,6,1,0,65.8,1,1,8,15
38,55211,6,1,0,65.8,1,1,8,15
47,55811,6,1,0,65.8,1,1,8,15
46,56412,6,1,0,65.8,1,1,8,15
42,57013,6,1,0,65.8,1,1,8,15
32,57613,6,1,0,65.8,1,1,8,16
50,58811,6,1,0,65.8,1,1,8,16
45,59411,6,1,0,65.8,1,1,8,16
50,60013,6,1,0,65.8,1,1,8,16
55,60613,6,1,0,65.8,1,1,8,16
54,61215,6,1,0,65.8,1,1,8,17
72,62411,6,1,0,65.8,1,1,8,17
67,63012,6,1,0,65.8,1,1,8,17
62,63612,6,1,0,65.8,1,1,8,17
58,64213,6,1,0,65.8,1,1,8,17
58,64814,6,1,0,65.8,1,1,8,18
71,66011,6,1,0,65.8,1,1,8,18
62,66612,6,1,0,65.8,1,1,8,18
56,67213,6,1,0,65.8,1,1,8,18
52,67814,6,1,0,65.8,1,1,8,18
50,68415,6,1,0,65.8,1,1,8,19
44,69611,6,1,0,65.8,1,1,8,19
48,70212,6,1,0,65.8,1,1,8,19
50,70813,6,1,0,65.8,1,1,8,19
54,71414,6,1,0,65.8,1,1,8,19
48,72015,6,1,0,65.8,1,1,8,20
46,73211,6,1,0,65.8,1,1,8,20
48,73812,6,1,0,65.8,1,1,8,20
57,74412,6,1,0,65.8,1,1,8,20
53,75013,6,1,0,65.8,1,1,8,20
60,75613,6,1,0,65.8,1,1,8,21
41,76811,6,1,0,65.8,1,1,8,21
59,77412,6,1,0,65.8,1,1,8,21
36,78013,6,1,0,65.8,1,1,8,21
38,78614,6,1,0,65.8,1,1,8,21
50,79214,6,1,0,65.8,1,1,8,22
49,80411,6,1,0,65.8,1,1,8,22
50,81012,6,1,0,65.8,1,1,8,22
57,81613,6,1,0,65.8,1,1,8,22
58,82214,6,1,0,65.8,1,1,8,22
57,82817,6,1,0,65.8,1,1,8,23
44,84011,6,1,0,65.8,1,1,8,23
42,84611,6,1,0,65.8,1,1,8,23
48,85213,6,1,0,65.8,1,1,8,23
40,85815,6,1,0,65.8,1,1,8,23
33,16,0,0,0,65.8,1,1,8,0
19,1211,0,0,0,65.8,1,1,8,0
10,1811,0,0,0,65.8,1,1,8,0
7,2412,0,0,0,65.8,1,1,8,0
7,3012,0,0,0,65.8,1,1,8,0
5,3613,0,0,0,65.8,1,1,8,1
0,19211,0,0,0,63.46,1,1,8,5
2,19811,0,0,0,63.46,1,1,8,5
0,20412,0,0,0,63.46,1,1,8,5
0,21012,0,0,0,63.46,1,1,8,5
1,21613,0,0,0,63.18,1,1,8,6
17,22811,0,0,0,63.18,1,1,8,6
29,23412,0,0,0,63.18,1,1,8,6
32,24012,0,0,0,63.18,1,1,8,6
30,24613,0,0,0,63.18,1,1,8,6
36,25213,0,0,0,63.73,1,1,8,7
38,26411,0,0,0,63.73,1,1,8,7
36,27012,0,0,0,63.73,1,1,8,7
42,27612,0,0,0,63.73,1,1,8,7
47,28213,0,0,0,63.73,1,1,8,7
43,28813,0,0,0,64.76,1,1,8,8
40,30020,0,0,0,64.76,1,1,8,8
66,30621,0,0,0,64.76,1,1,8,8
53,31221,0,0,0,64.76,1,1,8,8
54,31822,0,0,0,64.76,1,1,8,8
57,32423,0,0,0,66.35,1,1,8,9
64,33610,0,0,0,66.35,1,1,8,9
61,34211,0,0,0,66.35,1,1,8,9
55,34811,0,0,0,66.35,1,1,8,9
51,35412,0,0,0,66.35,1,1,8,9
56,36012,0,0,0,67.38,1,1,8,10
58,37210,0,0,0,67.38,1,1,8,10
51,37811,0,0,0,67.38,1,1,8,10
60,38411,0,0,0,67.38,1,1,8,10
67,39012,0,0,0,67.38,1,1,8,10
77,39613,0,0,0,68.24,1,1,8,11
77,40812,0,0,0,68.24,1,1,8,11
75,41412,0,0,0,68.24,1,1,8,11
77,42013,0,0,0,68.24,1,1,8,11
76,42614,0,0,0,68.24,1,1,8,11
66,43214,0,0,0,69,1,1,8,12
70,44411,0,0,0,69,1,1,8,12
71,45012,0,0,0,69,1,1,8,12
57,45613,0,0,0,69,1,1,8,12
54,46213,0,0,0,69,1,1,8,12
62,46814,0,0,0,69.72,1,1,8,13
58,48011,0,0,0,69.72,1,1,8,13
69,48611,0,0,0,69.72,1,1,8,13
64,49212,0,0,0,69.72,1,1,8,13
65,49813,0,0,0,69.72,1,1,8,13
61,50414,0,0,0,70.19,1,1,8,14
64,51611,0,0,0,70.19,1,1,8,14
70,52212,0,0,0,70.19,1,1,8,14
69,52812,0,0,0,70.19,1,1,8,14
68,53413,0,0,0,70.19,1,1,8,14
70,54013,0,0,0,70.52,1,1,8,15
71,55211,0,0,0,70.52,1,1,8,15
67,55812,0,0,0,70.52,1,1,8,15
52,56412,0,0,0,70.52,1,1,8,15
55,57013,0,0,0,70.52,1,1,8,15
70,57613,0,0,0,69.53,1,1,8,16
73,58812,0,0,0,69.53,1,1,8,16
69,59412,0,0,0,69.53,1,1,8,16
71,60013,0,0,0,69.53,1,1,8,16
64,60613,0,0,0,69.53,1,1,8,16
78,61214,0,0,0,69.04,1,1,8,17
80,62411,0,0,0,69.04,1,1,8,17
91,63012,0,0,0,69.04,1,1,8,17
84,63613,0,0,0,69.04,1,1,8,17
76,64214,0,0,0,69.04,1,1,8,17
95,64814,0,0,0,67.55,1,1,8,18
78,66011,0,0,0,67.55,1,1,8,18
78,66612,0,0,0,67.55,1,1,8,18
98,67212,0,0,0,67.55,1,1,8,18
101,67813,0,0,0,67.55,1,1,8,18
88,68414,0,0,0,65.28,1,1,8,19
86,69611,0,0,0,65.28,1,1,8,19
88,70212,0,0,0,65.28,1,1,8,19
100,70813,0,0,0,65.28,1,1,8,19
84,71415,0,0,0,65.28,1,1,8,19
85,72016,0,0,0,64.24,1,1,8,20
83,73211,0,0,0,64.24,1,1,8,20
75,73813,0,0,0,64.24,1,1,8,20
106,74414,0,0,0,64.24,1,1,8,20
87,75015,0,0,0,64.24,1,1,8,20
103,75616,0,0,0,63.51,1,1,8,21
91,76811,0,0,0,63.51,1,1,8,21
73,77412,0,0,0,63.51,1,1,8,21
70,78013,0,0,0,63.51,1,1,8,21
62,78613,0,0,0,63.51,1,1,8,21
69,79214,0,0,0,63.51,1,1,8,22
75,80411,0,0,0,63.51,1,1,8,22
72,81011,0,0,0,63.51,1,1,8,22
64,81612,0,0,0,63.51,1,1,8,22
77,82213,0,0,0,63.51,1,1,8,22
79,82814,0,0,0,63.45,1,1,8,23
56,84012,0,0,0,63.45,1,1,8,23
59,84612,0,0,0,63.45,1,1,8,23
52,85213,0,0,0,63.45,1,1,8,23
46,85814,0,0,0,63.45,1,1,8,23
44,15,1,0,0,63.24,1,1,9,0
33,1212,1,0,0,63.24,1,1,9,0
36,1813,1,0,0,63.24,1,1,9,0
28,2413,1,0,0,63.24,1,1,9,0
25,3014,1,0,0,63.24,1,1,9,0
16,3615,1,0,0,63,1,1,9,1
0,19211,1,0,0,62.53,1,1,9,5
0,19811,1,0,0,62.53,1,1,9,5
0,20412,1,0,0,62.53,1,1,9,5
2,21012,1,0,0,62.53,1,1,9,5
2,21613,1,0,0,62.53,1,1,9,6
24,22811,1,0,0,62.53,1,1,9,6
24,23411,1,0,0,62.53,1,1,9,6
26,24012,1,0,0,62.53,1,1,9,6
28,24612,1,0,0,62.53,1,1,9,6
38,25213,1,0,0,64,1,1,9,7
43,26410,1,0,0,64,1,1,9,7
40,27011,1,0,0,64,1,1,9,7
46,27612,1,0,0,64,1,1,9,7
39,28214,1,0,0,64,1,1,9,7
47,28814,1,0,0,64.84,1,1,9,8
57,30010,1,0,0,64.84,1,1,9,8
50,30611,1,0,0,64.84,1,1,9,8
58,31212,1,0,0,64.84,1,1,9,8
66,31812,1,0,0,64.84,1,1,9,8
60,32413,1,0,0,65.82,1,1,9,9
64,37210,1,0,0,66.78,1,1,9,10
65,37811,1,0,0,66.78,1,1,9,10
69,38412,1,0,0,66.78,1,1,9,10
57,39013,1,0,0,66.78,1,1,9,10
49,39613,1,0,0,67.3,1,1,9,11
64,40811,1,0,0,67.3,1,1,9,11
69,41411,1,0,0,67.3,1,1,9,11
58,42012,1,0,0,67.3,1,1,9,11
68,42613,1,0,0,67.3,1,1,9,11
61,43214,1,0,0,67.52,1,1,9,12
56,44412,1,0,0,67.52,1,1,9,12
51,45013,1,0,0,67.52,1,1,9,12
51,45613,1,0,0,67.52,1,1,9,12
63,46214,1,0,0,67.52,1,1,9,12
63,46815,1,0,0,66.96,1,1,9,13
70,48011,1,0,0,66.96,1,1,9,13
66,48612,1,0,0,66.96,1,1,9,13
58,49213,1,0,0,66.96,1,1,9,13
59,49813,1,0,0,66.96,1,1,9,13
59,50419,1,0,0,67.96,1,1,9,14
46,51612,1,0,0,67.96,1,1,9,14
70,52213,1,0,0,67.96,1,1,9,14
44,52815,1,0,0,67.96,1,1,9,14
54,53416,1,0,0,67.96,1,1,9,14
48,54019,1,0,0,68.53,1,1,9,15
44,55211,1,0,0,68.53,1,1,9,15
69,58812,1,0,0,67.02,1,1,9,16
71,59413,1,0,0,67.02,1,1,9,16
82,60013,1,0,0,67.02,1,1,9,16
71,60616,1,0,0,67.02,1,1,9,16
82,61217,1,0,0,65.46,1,1,9,17
90,62414,1,0,0,65.46,1,1,9,17
115,63017,1,0,0,65.46,1,1,9,17
76,63624,1,0,0,65.46,1,1,9,17
89,64225,1,0,0,65.46,1,1,9,17
74,64827,1,0,0,65,1,1,9,18
69,66012,1,0,0,65,1,1,9,18
94,66613,1,0,0,65,1,1,9,18
106,67216,1,0,0,65,1,1,9,18
86,67818,1,0,0,65,1,1,9,18
94,68421,1,0,0,64,1,1,9,19
82,69612,1,0,0,64,1,1,9,19
73,70213,1,0,0,64,1,1,9,19
89,70815,1,0,0,64,1,1,9,19
101,71416,1,0,0,64,1,1,9,19
81,72018,1,0,0,64.24,1,1,9,20
91,73211,1,0,0,64.24,1,1,9,20
108,73812,1,0,0,64.24,1,1,9,20
94,74414,1,0,0,64.24,1,1,9,20
91,75015,1,0,0,64.24,1,1,9,20
83,75617,1,0,0,64.24,1,1,9,21
89,76811,1,0,0,64.24,1,1,9,21
83,77414,1,0,0,64.24,1,1,9,21
72,78018,1,0,0,64.24,1,1,9,21
92,78619,1,0,0,64.24,1,1,9,21
80,79221,1,0,0,63.73,1,1,9,22
68,80414,1,0,0,63.73,1,1,9,22
67,81014,1,0,0,63.73,1,1,9,22
57,81615,1,0,0,63.73,1,1,9,22
63,82216,1,0,0,63.73,1,1,9,22
76,82817,1,0,0,63.45,1,1,9,23
61,84012,1,0,0,63.45,1,1,9,23
53,84613,1,0,0,63.45,1,1,9,23
72,85213,1,0,0,63.45,1,1,9,23
53,85813,1,0,0,63.45,1,1,9,23
40,14,2,0,0,63,1,1,9,0
27,1211,2,0,0,63,1,1,9,0
24,1812,2,0,0,63,1,1,9,0
15,2412,2,0,0,63,1,1,9,0
16,3013,2,0,0,63,1,1,9,0
12,3613,2,0,0,62.73,1,1,9,1
0,19211,2,0,0,63,1,1,9,5
0,19812,2,0,0,63,1,1,9,5
0,20412,2,0,0,63,1,1,9,5
1,21013,2,0,0,63,1,1,9,5
9,21614,2,0,0,63,1,1,9,6
19,22811,2,0,0,63,1,1,9,6
23,23412,2,0,0,63,1,1,9,6
29,24013,2,0,0,63,1,1,9,6
31,24614,2,0,0,63,1,1,9,6
36,25214,2,0,0,63,1,1,9,7
44,26411,2,0,0,63,1,1,9,7
43,27011,2,0,0,63,1,1,9,7
32,27612,2,0,0,63,1,1,9,7
31,28213,2,0,0,63,1,1,9,7
39,28813,2,0,0,62.76,1,1,9,8
65,33612,2,0,0,63.23,1,1,9,9
56,34212,2,0,0,63.23,1,1,9,9
48,34813,2,0,0,63.23,1,1,9,9
58,35414,2,0,0,63.23,1,1,9,9
56,36014,2,0,0,63.72,1,1,9,10
62,37211,2,0,0,63.72,1,1,9,10
62,37812,2,0,0,63.72,1,1,9,10
67,38413,2,0,0,63.72,1,1,9,10
56,39014,2,0,0,63.72,1,1,9,10
59,39614,2,0,0,63.92,1,1,9,11
62,40812,2,0,0,63.92,1,1,9,11
51,41412,2,0,0,63.92,1,1,9,11
48,42013,2,0,0,63.92,1,1,9,11
57,42614,2,0,0,63.92,1,1,9,11
57,43215,2,0,0,65.17,1,1,9,12
56,44412,2,0,0,65.17,1,1,9,12
45,45012,2,0,0,65.17,1,1,9,12
61,45613,2,0,0,65.17,1,1,9,12
46,46214,2,0,0,65.17,1,1,9,12
59,46814,2,0,0,66.69,1,1,9,13
49,48013,2,0,0,66.69,1,1,9,13
48,48613,2,0,0,66.69,1,1,9,13
50,49214,2,0,0,66.69,1,1,9,13
49,49815,2,0,0,66.69,1,1,9,13
43,50415,2,0,0,66.97,1,1,9,14
49,51612,2,0,0,66.97,1,1,9,14
50,52213,2,0,0,66.97,1,1,9,14
51,52813,2,0,0,66.97,1,1,9,14
43,53414,2,0,0,66.97,1,1,9,14
43,54015,2,0,0,66.14,1,1,9,15
45,55211,2,0,0,66.14,1,1,9,15
47,55812,2,0,0,66.14,1,1,9,15
50,56412,2,0,0,66.14,1,1,9,15
48,57013,2,0,0,66.14,1,1,9,15
55,57614,2,0,0,66.18,1,1,9,16
60,58812,2,0,0,66.18,1,1,9,16
57,59412,2,0,0,66.18,1,1,9,16
73,60013,2,0,0,66.18,1,1,9,16
81,60614,2,0,0,66.18,1,1,9,16
75,61215,2,0,0,65.26,1,1,9,17
80,62412,2,0,0,65.26,1,1,9,17
64,63013,2,0,0,65.26,1,1,9,17
70,63614,2,0,0,65.26,1,1,9,17
72,64215,2,0,0,65.26,1,1,9,17
73,64815,2,0,0,65.26,1,1,9,18
70,66013,2,0,0,65.26,1,1,9,18
67,66633,2,0,0,65.26,1,1,9,18
74,67234,2,0,0,65.26,1,1,9,18
69,67835,2,0,0,65.26,1,1,9,18
79,68436,2,0,0,64.24,1,1,9,19
83,69638,2,0,0,64.24,1,1,9,19
79,70240,2,0,0,64.24,1,1,9,19
93,70841,2,0,0,64.24,1,1,9,19
70,71442,2,0,0,64.24,1,1,9,19
88,72043,2,0,0,63.97,1,1,9,20
80,73211,2,0,0,63.97,1,1,9,20
63,73812,2,0,0,63.97,1,1,9,20
57,74413,2,0,0,63.97,1,1,9,20
67,75014,2,0,0,63.97,1,1,9,20
65,75616,2,0,0,64.49,1,1,9,21
66,76816,2,0,0,64.49,1,1,9,21
70,77418,2,0,0,64.49,1,1,9,21
79,78019,2,0,0,64.49,1,1,9,21
84,78619,2,0,0,64.49,1,1,9,21
86,79220,2,0,0,64.22,1,1,9,22
67,80411,2,0,0,64.22,1,1,9,22
73,81012,2,0,0,64.22,1,1,9,22
77,81613,2,0,0,64.22,1,1,9,22
70,82220,2,0,0,64.22,1,1,9,22
65,82821,2,0,0,64,1,1,9,23
62,84011,2,0,0,64,1,1,9,23
67,84612,2,0,0,64,1,1,9,23
54,85212,2,0,0,64,1,1,9,23
49,85813,2,0,0,64,1,1,9,23
39,14,3,0,0,64.48,1,1,9,0
33,1212,3,0,0,64.48,1,1,9,0
25,1813,3,0,0,64.48,1,1,9,0
22,2413,3,0,0,64.48,1,1,9,0
12,3014,3,0,0,64.48,1,1,9,0
15,3615,3,0,0,63.24,1,1,9,1
0,19211,3,0,0,61.76,1,1,9,5
0,19811,3,0,0,61.76,1,1,9,5
1,20412,3,0,0,61.76,1,1,9,5
4,21013,3,0,0,61.76,1,1,9,5
5,21613,3,0,0,61.49,1,1,9,6
13,22812,3,0,0,61.49,1,1,9,6
16,23412,3,0,0,61.49,1,1,9,6
20,24013,3,0,0,61.49,1,1,9,6
17,24613,3,0,0,61.49,1,1,9,6
26,25214,3,0,0,61.73,1,1,9,7
32,26411,3,0,0,61.73,1,1,9,7
33,27012,3,0,0,61.73,1,1,9,7
29,27612,3,0,0,61.73,1,1,9,7
39,28213,3,0,0,61.73,1,1,9,7
47,28813,3,0,0,62.62,1,1,9,8
41,30012,3,0,0,62.62,1,1,9,8
49,30613,3,0,0,62.62,1,1,9,8
40,31214,3,0,0,62.62,1,1,9,8
43,31814,3,0,0,62.62,1,1,9,8
52,32415,3,0,0,63.82,1,1,9,9
43,33612,3,0,0,63.82,1,1,9,9
44,34212,3,0,0,63.82,1,1,9,9
42,34814,3,0,0,63.82,1,1,9,9
65,35416,3,0,0,63.82,1,1,9,9
62,36017,3,0,0,64.7,1,1,9,10
66,37212,3,0,0,64.7,1,1,9,10
59,37813,3,0,0,64.7,1,1,9,10
45,38414,3,0,0,64.7,1,1,9,10
57,39014,3,0,0,64.7,1,1,9,10
56,39615,3,0,0,64.89,1,1,9,11
50,40812,3,0,0,64.89,1,1,9,11
52,41414,3,0,0,64.89,1,1,9,11
62,42014,3,0,0,64.89,1,1,9,11
59,42615,3,0,0,64.89,1,1,9,11
62,43216,3,0,0,65.01,1,1,9,12
60,44411,3,0,0,65.01,1,1,9,12
61,45012,3,0,0,65.01,1,1,9,12
52,45614,3,0,0,65.01,1,1,9,12
56,46216,3,0,0,65.01,1,1,9,12
59,46816,3,0,0,65.04,1,1,9,13
56,48012,3,0,0,65.04,1,1,9,13
56,48613,3,0,0,65.04,1,1,9,13
55,49213,3,0,0,65.04,1,1,9,13
44,49814,3,0,0,65.04,1,1,9,13
47,50415,3,0,0,65.26,1,1,9,14
64,51611,3,0,0,65.26,1,1,9,14
42,52212,3,0,0,65.26,1,1,9,14
45,52812,3,0,0,65.26,1,1,9,14
48,53413,3,0,0,65.26,1,1,9,14
59,54014,3,0,0,65.26,1,1,9,15
61,55212,3,0,0,65.26,1,1,9,15
55,55813,3,0,0,65.26,1,1,9,15
48,56414,3,0,0,65.26,1,1,9,15
44,57015,3,0,0,65.26,1,1,9,15
65,57616,3,0,0,64.78,1,1,9,16
68,58812,3,0,0,64.78,1,1,9,16
69,59412,3,0,0,64.78,1,1,9,16
64,60013,3,0,0,64.78,1,1,9,16
65,60613,3,0,0,64.78,1,1,9,16
72,61215,3,0,0,64.54,1,1,9,17
71,62412,3,0,0,64.54,1,1,9,17
87,63013,3,0,0,64.54,1,1,9,17
80,63614,3,0,0,64.54,1,1,9,17
72,64215,3,0,0,64.54,1,1,9,17
76,64816,3,0,0,64.27,1,1,9,18
74,66012,3,0,0,64.27,1,1,9,18
66,66612,3,0,0,64.27,1,1,9,18
75,67213,3,0,0,64.27,1,1,9,18
83,67814,3,0,0,64.27,1,1,9,18
74,68414,3,0,0,62.76,1,1,9,19
77,69612,3,0,0,62.76,1,1,9,19
75,70213,3,0,0,62.76,1,1,9,19
87,70813,3,0,0,62.76,1,1,9,19
82,71414,3,0,0,62.76,1,1,9,19
74,72015,3,0,0,63.04,1,1,9,20
69,73211,3,0,0,63.04,1,1,9,20
61,73812,3,0,0,63.04,1,1,9,20
71,74412,3,0,0,63.04,1,1,9,20
64,75013,3,0,0,63.04,1,1,9,20
55,75613,3,0,0,62.49,1,1,9,21
60,77670,3,0,0,62.49,1,1,9,21
74,78271,3,0,0,62.49,1,1,9,21
71,78872,3,0,0,62.49,1,1,9,21
72,80411,3,0,0,61.76,1,1,9,22
81,81012,3,0,0,61.76,1,1,9,22
72,81613,3,0,0,61.76,1,1,9,22
61,82214,3,0,0,61.76,1,1,9,22
63,82815,3,0,0,61.26,1,1,9,23
58,84012,3,0,0,61.26,1,1,9,23
54,84612,3,0,0,61.26,1,1,9,23
56,85213,3,0,0,61.26,1,1,9,23
41,85814,3,0,0,61.26,1,1,9,23
45,15,4,0,0,60.97,1,1,9,0
39,1212,4,0,0,60.97,1,1,9,0
32,1813,4,0,0,60.97,1,1,9,0
22,2413,4,0,0,60.97,1,1,9,0
20,3014,4,0,0,60.97,1,1,9,0
17,3615,4,0,0,60.69,1,1,9,1
0,19212,4,0,0,59.73,1,1,9,5
1,19813,4,0,0,59.73,1,1,9,5
1,20414,4,0,0,59.73,1,1,9,5
1,21014,4,0,0,59.73,1,1,9,5
5,21615,4,0,0,58.97,1,1,9,6
14,22813,4,0,0,58.97,1,1,9,6
14,23413,4,0,0,58.97,1,1,9,6
23,24014,4,0,0,58.97,1,1,9,6
24,24614,4,0,0,58.97,1,1,9,6
19,25214,4,0,0,59.73,1,1,9,7
27,26412,4,0,0,59.73,1,1,9,7
22,27012,4,0,0,59.73,1,1,9,7
34,27613,4,0,0,59.73,1,1,9,7
31,28213,4,0,0,59.73,1,1,9,7
40,28814,4,0,0,60.04,1,1,9,8
43,30011,4,0,0,60.04,1,1,9,8
51,30612,4,0,0,60.04,1,1,9,8
47,31213,4,0,0,60.04,1,1,9,8
69,31813,4,0,0,60.04,1,1,9,8
71,32414,4,0,0,61.8,1,1,9,9
55,33611,4,0,0,61.8,1,1,9,9
66,34212,4,0,0,61.8,1,1,9,9
64,34813,4,0,0,61.8,1,1,9,9
71,35414,4,0,0,61.8,1,1,9,9
69,36015,4,0,0,63.35,1,1,9,10
69,37212,4,0,0,63.35,1,1,9,10
76,37813,4,0,0,63.35,1,1,9,10
72,38414,4,0,0,63.35,1,1,9,10
75,39015,4,0,0,63.35,1,1,9,10
67,39615,4,0,0,64.76,1,1,9,11
72,40812,4,0,0,64.76,1,1,9,11
50,41413,4,0,0,64.76,1,1,9,11
60,42014,4,0,0,64.76,1,1,9,11
65,42614,4,0,0,64.76,1,1,9,11
60,43215,4,0,0,66.2,1,1,9,12
61,44412,4,0,0,66.2,1,1,9,12
64,45012,4,0,0,66.2,1,1,9,12
65,45613,4,0,0,66.2,1,1,9,12
70,46214,4,0,0,66.2,1,1,9,12
58,46814,4,0,0,67.93,1,1,9,13
73,48012,4,0,0,67.93,1,1,9,13
62,48615,4,0,0,67.93,1,1,9,13
65,49215,4,0,0,67.93,1,1,9,13
62,49816,4,0,0,67.93,1,1,9,13
66,50416,4,0,0,68.22,1,1,9,14
74,51612,4,0,0,68.22,1,1,9,14
67,52213,4,0,0,68.22,1,1,9,14
75,52814,4,0,0,68.22,1,1,9,14
82,53414,4,0,0,68.22,1,1,9,14
76,54015,4,0,0,68.5,1,1,9,15
89,55214,4,0,0,68.5,1,1,9,15
81,55815,4,0,0,68.5,1,1,9,15
58,56415,4,0,0,68.5,1,1,9,15
80,57016,4,0,0,68.5,1,1,9,15
95,57617,4,0,0,68.05,1,1,9,16
93,58812,4,0,0,68.05,1,1,9,16
110,59413,4,0,0,68.05,1,1,9,16
117,60013,4,0,0,68.05,1,1,9,16
98,60614,4,0,0,68.05,1,1,9,16
111,61215,4,0,0,67.01,1,1,9,17
103,62446,4,0,0,67.01,1,1,9,17
115,63047,4,0,0,67.01,1,1,9,17
114,63659,4,0,0,67.01,1,1,9,17
114,64260,4,0,0,67.01,1,1,9,17
118,64861,4,0,0,66.25,1,1,9,18
103,66011,4,0,0,66.25,1,1,9,18
97,66611,4,0,0,66.25,1,1,9,18
98,67212,4,0,0,66.25,1,1,9,18
99,67813,4,0,0,66.25,1,1,9,18
109,68413,4,0,0,64.73,1,1,9,19
100,69611,4,0,0,64.73,1,1,9,19
97,70212,4,0,0,64.73,1,1,9,19
79,70815,4,0,0,64.73,1,1,9,19
79,71416,4,0,0,64.73,1,1,9,19
65,72021,4,0,0,64.22,1,1,9,20
69,73220,4,0,0,64.22,1,1,9,20
66,73820,4,0,0,64.22,1,1,9,20
65,74421,4,0,0,64.22,1,1,9,20
72,75022,4,0,0,64.22,1,1,9,20
63,75622,4,0,0,63.81,1,1,9,21
52,80412,4,0,0,62.28,1,1,9,22
54,81013,4,0,0,62.28,1,1,9,22
44,81614,4,0,0,62.28,1,1,9,22
32,82214,4,0,0,62.28,1,1,9,22
24,82815,4,0,0,62.04,1,1,9,23
6,84011,4,0,0,62.04,1,1,9,23
2,84612,4,0,0,62.04,1,1,9,23
1,85212,4,0,0,62.04,1,1,9,23
1,85813,4,0,0,62.04,1,1,9,23
2,14,5,1,0,61.28,1,1,9,0
1,1211,5,1,0,61.28,1,1,9,0
0,1812,5,1,0,61.28,1,1,9,0
0,2413,5,1,0,61.28,1,1,9,0
0,3013,5,1,0,61.28,1,1,9,0
2,3614,5,1,0,61.45,1,1,9,1
0,19211,5,1,0,59.63,1,1,9,5
0,19812,5,1,0,59.63,1,1,9,5
1,20413,5,1,0,59.63,1,1,9,5
0,21014,5,1,0,59.63,1,1,9,5
0,21614,5,1,0,59.35,1,1,9,6
0,22812,5,1,0,59.35,1,1,9,6
1,23412,5,1,0,59.35,1,1,9,6
1,24013,5,1,0,59.35,1,1,9,6
0,24613,5,1,0,59.35,1,1,9,6
1,25214,5,1,0,61.28,1,1,9,7
4,26411,5,1,0,61.28,1,1,9,7
7,27012,5,1,0,61.28,1,1,9,7
11,27613,5,1,0,61.28,1,1,9,7
16,28214,5,1,0,61.28,1,1,9,7
23,28814,5,1,0,62.59,1,1,9,8
41,30011,5,1,0,62.59,1,1,9,8
47,30611,5,1,0,62.59,1,1,9,8
57,31212,5,1,0,62.59,1,1,9,8
56,31813,5,1,0,62.59,1,1,9,8
55,32413,5,1,0,62.77,1,1,9,9
54,33612,5,1,0,62.77,1,1,9,9
66,34212,5,1,0,62.77,1,1,9,9
56,34814,5,1,0,62.77,1,1,9,9
66,35414,5,1,0,62.77,1,1,9,9
55,36015,5,1,0,64.73,1,1,9,10
58,37211,5,1,0,64.73,1,1,9,10
55,37812,5,1,0,64.73,1,1,9,10
57,38413,5,1,0,64.73,1,1,9,10
57,39014,5,1,0,64.73,1,1,9,10
70,39615,5,1,0,67.46,1,1,9,11
84,40812,5,1,0,67.46,1,1,9,11
80,41413,5,1,0,67.46,1,1,9,11
74,42014,5,1,0,67.46,1,1,9,11
61,42615,5,1,0,67.46,1,1,9,11
